Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9
0.011482,-0.066793,-9.567211,0.001988,-0.004523,0.000328,-582.452515,-320.412506,962.346680
-0.009991,-0.095423,-9.631629,0.001888,-0.000162,0.001294,-582.452515,-320.412506,962.346680
0.040112,-0.095423,-9.588684,0.000723,-0.003258,-0.003068,-582.452515,-320.412506,962.346680
-0.002834,-0.095423,-9.567211,0.003819,-0.005288,-0.004033,-582.452515,-320.412506,962.346680
0.018639,-0.038162,-9.624472,0.002654,-0.008384,-0.004998,-582.452515,-320.412506,962.346680
0.047269,-0.052477,-9.524266,-0.003838,-0.005088,-0.000637,-582.452515,-320.412506,962.346680
0.025797,-0.088265,-9.581527,-0.005869,-0.001792,0.002659,-582.452515,-320.412506,962.346680
0.090215,-0.109738,-9.617313,-0.005769,0.004699,0.002559,-589.920776,-330.721100,969.947083
0.104530,-0.088265,-9.560054,-0.001408,0.005665,0.005655,-589.920776,-330.721100,969.947083
0.083057,-0.023847,-9.624472,-0.003438,0.006630,0.005555,-589.920776,-330.721100,969.947083
0.018639,-0.124053,-9.574368,-0.004404,0.004399,0.003324,-589.920776,-330.721100,969.947083
0.054427,-0.102580,-9.660259,-0.002173,0.000038,0.001094,-589.920776,-330.721100,969.947083
-0.017149,-0.217101,-9.645944,0.001123,-0.007519,0.004189,-589.920776,-330.721100,969.947083
0.054427,-0.152683,-9.552896,0.003154,-0.012745,0.008351,-589.920776,-330.721100,969.947083
-0.002834,-0.088265,-9.595841,-0.001208,-0.008384,0.007185,-589.920776,-330.721100,969.947083
0.047269,-0.145526,-9.660259,-0.003238,-0.002958,-0.001437,-589.920776,-330.721100,969.947083
0.032954,-0.109738,-9.610157,-0.002073,0.001404,-0.006664,-589.920776,-330.721100,969.947083
0.018639,-0.231416,-9.595841,0.002288,0.002369,-0.005498,-596.131409,-321.661102,970.024780
0.004324,-0.109738,-9.674574,0.003254,0.003334,-0.002202,-596.131409,-321.661102,970.024780
0.083057,-0.031005,-9.602999,-0.000042,-0.001027,-0.003168,-596.131409,-321.661102,970.024780
0.004324,-0.066793,-9.667418,0.001123,-0.007319,0.000128,-596.131409,-321.661102,970.024780
0.004324,-0.052477,-9.581527,0.005284,-0.007219,0.001094,-596.131409,-321.661102,970.024780
-0.017149,-0.052477,-9.624472,0.005184,-0.003923,0.005255,-596.131409,-321.661102,970.024780
-0.002834,-0.102580,-9.495636,0.000823,0.000438,-0.000172,-596.131409,-321.661102,970.024780
0.025797,-0.038162,-9.624472,-0.002473,0.003534,-0.004333,-596.131409,-321.661102,970.024780
0.068742,-0.088265,-9.710362,-0.001308,0.005565,-0.007429,-596.131409,-321.661102,970.024780
0.047269,-0.073950,-9.610157,-0.000142,0.005465,-0.009459,-596.131409,-321.661102,970.024780
0.025797,-0.138368,-9.667418,0.001023,0.002169,-0.000837,-588.643066,-315.830322,966.920898
0.004324,-0.124053,-9.624472,-0.002273,0.001004,0.006720,-588.643066,-315.830322,966.920898
0.047269,-0.066793,-9.681732,-0.002173,0.001969,0.009816,-588.643066,-315.830322,966.920898
0.083057,-0.181313,-9.696048,-0.005269,0.001869,0.004389,-588.643066,-315.830322,966.920898
0.025797,-0.066793,-9.653102,-0.005169,-0.001427,-0.002102,-588.643066,-315.830322,966.920898
0.032954,-0.073950,-9.602999,-0.000808,-0.004523,0.000128,-588.643066,-315.830322,966.920898
0.018639,-0.131211,-9.645944,0.002488,-0.003358,-0.001037,-588.643066,-315.830322,966.920898
0.025797,-0.109738,-9.567211,0.005584,-0.002192,0.003324,-588.643066,-315.830322,966.920898
0.025797,-0.095423,-9.624472,0.002288,0.001104,0.002159,-588.643066,-315.830322,966.920898
0.040112,-0.088265,-9.560054,-0.001008,-0.000062,0.004189,-588.643066,-315.830322,966.920898
0.025797,-0.109738,-9.595841,-0.004104,-0.001027,0.000894,-594.502380,-324.669067,965.512207
0.090215,-0.124053,-9.624472,-0.008265,-0.000927,0.001859,-594.502380,-324.669067,965.512207
-0.002834,0.004783,-9.602999,-0.011361,-0.004023,-0.000372,-594.502380,-324.669067,965.512207
0.004324,-0.138368,-9.617313,-0.010195,-0.002858,-0.001337,-594.502380,-324.669067,965.512207
0.083057,-0.059635,-9.638787,-0.005834,-0.001692,-0.005498,-594.502380,-324.669067,965.512207
0.040112,-0.073950,-9.681732,-0.004669,0.001604,-0.007529,-594.502380,-324.669067,965.512207
-0.009991,-0.073950,-9.624472,-0.003504,0.001504,-0.008494,-594.502380,-324.669067,965.512207
0.018639,-0.031005,-9.624472,-0.000208,-0.000727,-0.005198,-594.502380,-324.669067,965.512207
0.011482,-0.073950,-9.610157,0.003088,-0.001692,0.000228,-594.502380,-324.669067,965.512207
0.040112,-0.095423,-9.588684,0.004054,-0.003723,0.004389,-594.502380,-324.669067,965.512207
0.040112,-0.202786,-9.631629,0.001823,-0.003623,0.006420,-587.001526,-326.302216,971.400330
0.032954,-0.124053,-9.509951,-0.000408,-0.003523,0.004189,-587.001526,-326.302216,971.400330
0.032954,-0.145526,-9.653102,-0.001373,0.002969,-0.001237,-587.001526,-326.302216,971.400330
-0.031464,0.004783,-9.731835,-0.000208,0.008195,-0.007529,-587.001526,-326.302216,971.400330
0.061584,-0.038162,-9.631629,0.003088,0.007030,-0.005298,-587.001526,-326.302216,971.400330
0.018639,-0.009532,-9.624472,0.002988,0.002669,-0.002002,-587.001526,-326.302216,971.400330
0.075900,-0.095423,-9.681732,-0.002438,-0.001692,0.003424,-587.001526,-326.302216,971.400330
0.040112,-0.109738,-9.624472,-0.004469,-0.001592,0.002259,-587.001526,-326.302216,971.400330
0.061584,-0.116895,-9.595841,-0.001173,-0.001492,0.005355,-587.001526,-326.302216,971.400330
-0.052936,-0.138368,-9.617313,0.003188,0.000738,0.004189,-587.001526,-326.302216,971.400330
0.061584,-0.152683,-9.617313,0.003088,0.003834,0.004089,-592.887512,-329.170593,963.996338
0.032954,-0.166998,-9.574368,0.001923,0.005865,0.001859,-592.887512,-329.170593,963.996338
0.004324,-0.088265,-9.703205,0.001823,0.005765,0.000694,-592.887512,-329.170593,963.996338
0.018639,-0.066793,-9.602999,0.003854,0.000338,0.000594,-592.887512,-329.170593,963.996338
-0.002834,-0.145526,-9.588684,0.005884,-0.001892,-0.005898,-592.887512,-329.170593,963.996338
0.025797,-0.166998,-9.595841,0.003654,-0.004988,-0.012190,-592.887512,-329.170593,963.996338
0.040112,-0.124053,-9.638787,0.000358,-0.003823,-0.011025,-592.887512,-329.170593,963.996338
0.032954,-0.095423,-9.574368,-0.007199,-0.006919,-0.001337,-592.887512,-329.170593,963.996338
0.032954,-0.109738,-9.624472,-0.008165,-0.003623,0.000894,-592.887512,-329.170593,963.996338
-0.009991,-0.109738,-9.696048,-0.004869,-0.000327,0.001859,-592.887512,-329.170593,963.996338
0.025797,-0.073950,-9.638787,-0.000508,0.004034,-0.003568,-586.967346,-329.286438,972.900146
0.061584,-0.109738,-9.631629,0.001723,0.002869,-0.001337,-586.967346,-329.286438,972.900146
0.047269,-0.131211,-9.602999,-0.001573,0.005965,-0.000172,-586.967346,-329.286438,972.900146
-0.017149,-0.002374,-9.653102,-0.003604,0.004799,0.004189,-586.967346,-329.286438,972.900146
-0.009991,-0.159841,-9.631629,-0.001373,0.004699,0.005155,-586.967346,-329.286438,972.900146
0.032954,-0.124053,-9.610157,0.000858,-0.000727,0.000794,-586.967346,-329.286438,972.900146
0.054427,-0.088265,-9.610157,0.000758,-0.003823,0.000694,-586.967346,-329.286438,972.900146
0.018639,-0.045320,-9.681732,0.000658,-0.004788,-0.004733,-586.967346,-329.286438,972.900146
-0.024306,-0.138368,-9.517108,-0.001573,-0.000427,-0.004633,-586.967346,-329.286438,972.900146
0.018639,-0.081108,-9.624472,-0.000408,0.000738,-0.007729,-586.967346,-329.286438,972.900146
0.011482,-0.088265,-9.567211,-0.003504,0.002769,-0.003368,-594.599182,-321.687653,968.506042
-0.024306,-0.109738,-9.653102,0.000858,0.000538,-0.002202,-594.599182,-321.687653,968.506042
-0.002834,-0.116895,-9.653102,0.005019,0.000438,0.002159,-594.599182,-321.687653,968.506042
0.011482,-0.088265,-9.660259,0.007049,-0.003923,0.003124,-594.599182,-321.687653,968.506042
-0.031464,-0.059635,-9.595841,0.001623,-0.004888,0.001959,-594.599182,-321.687653,968.506042
0.025797,-0.059635,-9.624472,-0.001673,-0.004788,0.001859,-594.599182,-321.687653,968.506042
-0.017149,-0.174156,-9.638787,-0.001573,0.002769,0.003889,-594.599182,-321.687653,968.506042
-0.045779,-0.109738,-9.688890,0.000658,0.010126,0.002724,-594.599182,-321.687653,968.506042
0.032954,-0.095423,-9.660259,0.000558,0.011091,0.000494,-594.599182,-321.687653,968.506042
0.040112,-0.124053,-9.645944,-0.000608,0.007795,-0.004933,-587.056580,-323.318939,971.398438
0.040112,-0.031005,-9.645944,-0.001573,0.000238,0.000494,-587.056580,-323.318939,971.398438
0.011482,-0.023847,-9.653102,-0.000408,-0.004123,-0.000672,-587.056580,-323.318939,971.398438
0.004324,-0.045320,-9.509951,-0.001373,-0.005088,0.003689,-587.056580,-323.318939,971.398438
-0.017149,-0.088265,-9.645944,0.000858,-0.002858,0.000394,-587.056580,-323.318939,971.398438
0.004324,-0.145526,-9.688890,0.000758,0.001504,0.003489,-587.056580,-323.318939,971.398438
0.025797,-0.102580,-9.617313,-0.000408,0.003534,0.000194,-587.056580,-323.318939,971.398438
0.047269,-0.095423,-9.610157,-0.001373,0.004499,-0.002037,-587.056580,-323.318939,971.398438
-0.024306,-0.116895,-9.624472,-0.003404,0.003334,-0.003002,-587.056580,-323.318939,971.398438
-0.024306,-0.102580,-9.595841,-0.001173,0.002169,-0.003968,-587.056580,-323.318939,971.398438
0.075900,-0.116895,-9.552896,-0.001073,-0.001127,-0.000672,-580.935303,-326.411407,969.819031
0.018639,-0.124053,-9.574368,-0.002038,-0.002092,-0.001637,-580.935303,-326.411407,969.819031
0.054427,-0.124053,-9.660259,-0.003004,-0.004123,0.002724,-580.935303,-326.411407,969.819031
0.040112,-0.152683,-9.703205,-0.003969,-0.004023,0.001559,-580.935303,-326.411407,969.819031
0.047269,-0.109738,-9.567211,-0.000673,-0.002858,-0.000672,-580.935303,-326.411407,969.819031
-0.038621,-0.102580,-9.660259,0.003688,0.001504,-0.002702,-580.935303,-326.411407,969.819031
0.075900,-0.081108,-9.681732,0.005719,0.005665,-0.004733,-580.935303,-326.411407,969.819031
0.047269,-0.066793,-9.638787,0.005619,0.009826,0.000694,-580.935303,-326.411407,969.819031
0.047269,-0.124053,-9.595841,0.001258,0.011857,-0.001537,-580.935303,-326.411407,969.819031
-0.024306,-0.116895,-9.674574,-0.002038,0.010691,-0.000372,-580.935303,-326.411407,969.819031
0.075900,-0.081108,-9.624472,-0.003004,0.008461,0.000794,-583.875427,-330.831238,969.863586
0.025797,-0.045320,-9.681732,-0.000773,0.001969,0.001759,-583.875427,-330.831238,969.863586
-0.038621,-0.152683,-9.560054,-0.000673,-0.003458,0.001659,-583.875427,-330.831238,969.863586
-0.002834,-0.102580,-9.681732,0.002623,-0.006554,-0.004833,-583.875427,-330.831238,969.863586
-0.009991,-0.081108,-9.624472,0.000392,-0.004323,-0.004733,-583.875427,-330.831238,969.863586
-0.002834,-0.052477,-9.681732,0.000292,-0.001027,-0.007829,-583.875427,-330.831238,969.863586
-0.002834,-0.095423,-9.538581,0.001258,0.000138,-0.004533,-583.875427,-330.831238,969.863586
-0.074409,-0.052477,-9.696048,0.002223,0.002169,-0.002302,-583.875427,-330.831238,969.863586
0.004324,-0.109738,-9.667418,0.003188,-0.001127,-0.000072,-583.875427,-330.831238,969.863586
-0.038621,-0.088265,-9.638787,-0.001173,-0.002092,-0.003168,-583.875427,-330.831238,969.863586
0.025797,-0.052477,-9.638787,-0.006399,-0.005188,-0.006264,-588.402710,-332.241241,971.425049
0.018639,-0.102580,-9.610157,-0.007365,-0.002958,-0.004033,-588.402710,-332.241241,971.425049
0.025797,-0.138368,-9.624472,-0.003004,-0.004988,0.000328,-588.402710,-332.241241,971.425049
0.025797,-0.102580,-9.624472,0.001358,-0.005954,0.001294,-588.402710,-332.241241,971.425049
0.040112,-0.102580,-9.545738,0.000192,-0.004788,0.001194,-588.402710,-332.241241,971.425049
-0.009991,-0.188471,-9.624472,-0.000973,-0.000427,0.004289,-588.402710,-332.241241,971.425049
-0.009991,-0.174156,-9.581527,-0.000873,0.001804,0.004189,-588.402710,-332.241241,971.425049
0.032954,-0.174156,-9.617313,0.002423,0.004899,-0.000172,-588.402710,-332.241241,971.425049
0.004324,-0.174156,-9.681732,0.004454,0.006930,-0.006464,-588.402710,-332.241241,971.425049
0.011482,-0.109738,-9.638787,0.007549,0.006830,-0.005298,-588.402710,-332.241241,971.425049
-0.017149,-0.073950,-9.710362,0.004254,0.003534,-0.003068,-588.595459,-321.799744,971.418335
0.025797,-0.124053,-9.645944,-0.003304,-0.004023,0.001294,-588.595459,-321.799744,971.418335
0.011482,-0.145526,-9.681732,-0.008530,-0.004988,0.002259,-588.595459,-321.799744,971.418335
0.054427,-0.131211,-9.602999,-0.004169,-0.005954,0.002159,-588.595459,-321.799744,971.418335
-0.038621,-0.066793,-9.588684,0.000192,-0.001592,-0.002202,-588.595459,-321.799744,971.418335
0.025797,-0.188471,-9.574368,0.002223,-0.000427,-0.005298,-588.595459,-321.799744,971.418335
0.011482,-0.016690,-9.552896,-0.000008,0.001804,-0.003068,-588.595459,-321.799744,971.418335
0.004324,-0.166998,-9.617313,-0.000973,0.002769,-0.002968,-588.595459,-321.799744,971.418335
0.011482,-0.095423,-9.696048,-0.005134,0.000538,-0.003933,-588.595459,-321.799744,971.418335
0.011482,-0.131211,-9.631629,-0.006099,-0.002758,-0.005964,-588.595459,-321.799744,971.418335
0.025797,-0.052477,-9.667418,-0.003869,-0.003723,-0.002668,-593.233032,-317.243164,972.975952
-0.052936,-0.073950,-9.624472,0.000492,-0.001492,-0.001502,-593.233032,-317.243164,972.975952
0.011482,-0.038162,-9.645944,0.004654,0.000738,0.001794,-593.233032,-317.243164,972.975952
0.004324,-0.038162,-9.617313,0.001358,0.002769,0.003824,-593.233032,-317.243164,972.975952
0.018639,-0.066793,-9.617313,0.002323,0.001604,0.005855,-593.233032,-317.243164,972.975952
0.032954,-0.145526,-9.610157,-0.000973,0.000438,0.006820,-593.233032,-317.243164,972.975952
0.047269,-0.088265,-9.674574,-0.000873,0.000338,0.003524,-593.233032,-317.243164,972.975952
0.032954,-0.088265,-9.602999,-0.000773,0.001304,0.001294,-593.233032,-317.243164,972.975952
0.040112,-0.023847,-9.617313,0.001458,0.001204,-0.000937,-593.233032,-317.243164,972.975952
0.032954,-0.052477,-9.667418,0.003488,-0.001027,-0.000837,-593.233032,-317.243164,972.975952
0.025797,-0.023847,-9.660259,0.002323,0.000138,-0.002868,-584.006348,-324.865631,971.357666
0.018639,-0.052477,-9.617313,0.001158,-0.001027,-0.003833,-584.006348,-324.865631,971.357666
0.083057,-0.045320,-9.645944,-0.001073,0.005465,-0.004798,-584.006348,-324.865631,971.357666
0.025797,-0.038162,-9.645944,-0.003104,0.004299,-0.003633,-584.006348,-324.865631,971.357666
0.011482,-0.109738,-9.653102,-0.003004,-0.000062,-0.000337,-584.006348,-324.865631,971.357666
0.032954,-0.109738,-9.567211,-0.001838,-0.003158,0.004024,-584.006348,-324.865631,971.357666
0.032954,-0.081108,-9.696048,0.001458,-0.005188,0.000728,-584.006348,-324.865631,971.357666
0.032954,-0.109738,-9.645944,0.003488,-0.002958,-0.002568,-584.006348,-324.865631,971.357666
0.004324,-0.195629,-9.567211,0.005519,-0.000727,-0.003533,-584.006348,-324.865631,971.357666
-0.024306,-0.095423,-9.574368,0.006484,0.002569,0.004024,-584.006348,-324.865631,971.357666
0.004324,-0.131211,-9.624472,0.005319,0.007795,0.000728,-584.006348,-324.865631,971.357666
0.018639,-0.066793,-9.645944,0.000958,0.005565,-0.001502,-584.006348,-324.865631,971.357666
0.004324,-0.116895,-9.617313,-0.002338,0.004399,-0.005664,-584.006348,-324.865631,971.357666
0.068742,-0.138368,-9.674574,-0.001173,0.000038,-0.002368,-584.006348,-324.865631,971.357666
0.018639,-0.124053,-9.567211,0.001058,-0.001127,0.004124,-584.006348,-324.865631,971.357666
0.047269,-0.124053,-9.631629,0.000958,-0.001027,0.006155,-584.006348,-324.865631,971.357666
0.097372,-0.095423,-9.552896,0.002988,0.001204,0.009251,-584.006348,-324.865631,971.357666
0.118845,-0.131211,-9.660259,0.000758,0.001104,0.004889,-584.006348,-324.865631,971.357666
-0.002834,-0.116895,-9.638787,0.000658,-0.000062,0.000528,-584.006348,-324.865631,971.357666
0.032954,-0.023847,-9.567211,-0.001573,0.001104,-0.009159,-584.006348,-324.865631,971.357666
0.061584,-0.124053,-9.645944,-0.003604,0.003134,-0.004798,-588.574646,-321.798798,969.920471
-0.009991,-0.088265,-9.595841,0.000758,0.004099,-0.001502,-588.574646,-321.798798,969.920471
0.032954,-0.116895,-9.624472,0.001723,-0.000262,0.007120,-588.574646,-321.798798,969.920471
0.090215,-0.138368,-9.667418,0.002688,-0.000162,0.004889,-588.574646,-321.798798,969.920471
-0.052936,-0.145526,-9.624472,0.002588,-0.002192,0.000528,-588.574646,-321.798798,969.920471
0.047269,-0.131211,-9.653102,0.001423,0.001104,-0.004898,-588.574646,-321.798798,969.920471
0.025797,-0.138368,-9.631629,0.000258,0.002069,0.000528,-588.574646,-321.798798,969.920471
0.011482,-0.131211,-9.617313,-0.001973,0.006230,0.001494,-588.574646,-321.798798,969.920471
0.025797,-0.095423,-9.674574,0.001323,0.001869,0.005655,-588.574646,-321.798798,969.920471
0.004324,-0.102580,-9.667418,0.001223,-0.002492,0.000228,-588.574646,-321.798798,969.920471
0.018639,-0.159841,-9.581527,-0.001008,-0.006654,-0.000937,-594.523254,-324.670013,967.010071
-0.002834,-0.195629,-9.552896,-0.008365,-0.008684,0.000228,-594.523254,-324.670013,967.010071
-0.002834,-0.102580,-9.645944,-0.008265,-0.007519,0.001194,-594.523254,-324.670013,967.010071
0.032954,-0.152683,-9.631629,-0.004969,-0.004223,0.005355,-594.523254,-324.670013,967.010071
-0.038621,-0.124053,-9.588684,0.001523,-0.005188,0.003124,-594.523254,-324.670013,967.010071
0.040112,-0.124053,-9.710362,0.007815,-0.002958,-0.000172,-594.523254,-324.670013,967.010071
0.054427,-0.088265,-9.645944,0.006649,0.000338,-0.004333,-594.523254,-324.670013,967.010071
0.025797,-0.109738,-9.645944,0.004419,0.004499,-0.004233,-594.523254,-324.670013,967.010071
0.040112,-0.045320,-9.653102,0.000058,0.002269,-0.002002,-594.523254,-324.670013,967.010071
0.040112,-0.052477,-9.724678,-0.004304,-0.003158,0.000228,-594.523254,-324.670013,967.010071
0.054427,-0.095423,-9.631629,-0.004204,-0.007319,0.002259,-588.575500,-326.277557,975.914795
0.054427,-0.088265,-9.624472,-0.006234,-0.002958,-0.002102,-588.575500,-326.277557,975.914795
0.032954,-0.081108,-9.602999,-0.000808,0.001404,-0.004133,-588.575500,-326.277557,975.914795
-0.017149,-0.073950,-9.674574,0.001423,0.006630,-0.001902,-588.575500,-326.277557,975.914795
0.068742,-0.124053,-9.595841,0.003454,0.007595,0.002459,-588.575500,-326.277557,975.914795
0.025797,-0.066793,-9.645944,0.001223,0.003234,0.001294,-588.575500,-326.277557,975.914795
0.025797,-0.109738,-9.602999,-0.001008,-0.002192,0.004389,-588.575500,-326.277557,975.914795
-0.052936,-0.023847,-9.653102,0.000158,-0.007419,0.001094,-588.575500,-326.277557,975.914795
0.025797,-0.174156,-9.502793,0.002188,-0.003058,-0.001137,-588.575500,-326.277557,975.914795
0.075900,-0.267204,-9.624472,-0.002173,0.001304,-0.005298,-588.575500,-326.277557,975.914795
0.018639,-0.095423,-9.617313,-0.005269,0.001204,-0.000937,-591.501404,-329.203827,972.962708
0.032954,-0.095423,-9.588684,-0.003038,0.000038,0.004489,-591.501404,-329.203827,972.962708
0.075900,-0.159841,-9.602999,-0.001873,-0.001127,0.000128,-591.501404,-329.203827,972.962708
0.011482,-0.138368,-9.624472,0.000358,0.000038,-0.001037,-591.501404,-329.203827,972.962708
0.004324,-0.109738,-9.653102,-0.000808,-0.001127,-0.004133,-591.501404,-329.203827,972.962708
-0.067252,-0.088265,-9.574368,0.002488,0.000038,-0.002968,-591.501404,-329.203827,972.962708
0.025797,-0.088265,-9.581527,0.001323,0.002069,-0.002868,-591.501404,-329.203827,972.962708
-0.009991,-0.095423,-9.681732,-0.000908,0.003034,-0.002768,-591.501404,-329.203827,972.962708
0.018639,-0.016690,-9.631629,-0.006134,0.001869,0.001594,-591.501404,-329.203827,972.962708
0.018639,-0.023847,-9.610157,-0.006034,0.001769,0.005755,-591.501404,-329.203827,972.962708
-0.052936,-0.159841,-9.545738,-0.003804,-0.002592,0.007785,-587.008240,-324.809631,969.901489
0.018639,-0.166998,-9.681732,0.003754,-0.002492,0.005555,-587.008240,-324.809631,969.901489
-0.017149,-0.109738,-9.624472,0.004719,-0.004523,0.000128,-587.008240,-324.809631,969.901489
-0.002834,-0.131211,-9.581527,0.003554,-0.001227,-0.003168,-587.008240,-324.809631,969.901489
-0.024306,-0.159841,-9.588684,-0.000808,-0.003258,0.003324,-587.008240,-324.809631,969.901489
0.018639,-0.109738,-9.645944,-0.003904,-0.004223,0.006420,-587.008240,-324.809631,969.901489
-0.017149,-0.066793,-9.660259,-0.003804,-0.000927,0.004189,-587.008240,-324.809631,969.901489
-0.017149,-0.081108,-9.688890,-0.002638,0.001304,-0.004433,-587.008240,-324.809631,969.901489
-0.060094,-0.016690,-9.667418,0.000658,0.004399,-0.003268,-587.008240,-324.809631,969.901489
0.011482,-0.081108,-9.631629,0.001623,0.005365,0.003224,-587.008240,-324.809631,969.901489
0.004324,-0.066793,-9.624472,0.002588,0.006330,0.009516,-580.956116,-326.412354,971.316895
0.040112,-0.138368,-9.624472,0.002488,0.003034,0.009416,-580.956116,-326.412354,971.316895
-0.045779,-0.159841,-9.624472,0.000258,-0.000262,0.002924,-580.956116,-326.412354,971.316895
-0.017149,-0.145526,-9.638787,-0.004104,-0.000162,-0.005698,-580.956116,-326.412354,971.316895
0.011482,-0.109738,-9.710362,-0.004004,-0.002192,-0.009859,-580.956116,-326.412354,971.316895
-0.024306,-0.166998,-9.588684,-0.000708,0.000038,-0.009759,-580.956116,-326.412354,971.316895
-0.045779,-0.159841,-9.595841,0.004719,-0.000062,-0.008594,-580.956116,-326.412354,971.316895
-0.031464,-0.131211,-9.688890,0.004619,-0.001027,-0.003168,-580.956116,-326.412354,971.316895
0.025797,-0.059635,-9.524266,0.001323,-0.001992,-0.002002,-580.956116,-326.412354,971.316895
-0.017149,-0.059635,-9.653102,0.001223,0.000238,0.001294,-580.956116,-326.412354,971.316895
0.011482,-0.174156,-9.631629,-0.001008,0.004399,-0.002002,-596.201477,-324.650116,979.013916
0.018639,-0.016690,-9.660259,0.003354,0.005365,-0.005098,-596.201477,-324.650116,979.013916
0.025797,-0.109738,-9.610157,0.001123,0.003134,-0.002868,-596.201477,-324.650116,979.013916
0.018639,-0.052477,-9.617313,0.001023,0.000904,-0.001702,-596.201477,-324.650116,979.013916
0.025797,-0.152683,-9.610157,0.000923,0.000804,0.006920,-596.201477,-324.650116,979.013916
0.032954,-0.002374,-9.610157,0.001888,0.000704,0.004689,-596.201477,-324.650116,979.013916
0.032954,-0.102580,-9.560054,0.003919,0.001669,0.004589,-596.201477,-324.650116,979.013916
0.018639,-0.138368,-9.653102,0.002754,-0.000562,0.003424,-596.201477,-324.650116,979.013916
-0.009991,-0.138368,-9.617313,-0.001608,-0.003658,0.004389,-596.201477,-324.650116,979.013916
-0.009991,-0.066793,-9.681732,-0.006834,-0.005688,0.001094,-596.201477,-324.650116,979.013916
-0.002834,-0.131211,-9.631629,-0.007799,-0.002392,-0.004333,-586.932312,-327.791931,968.405579
-0.024306,-0.016690,-9.710362,-0.004504,0.000904,-0.005298,-586.932312,-327.791931,968.405579
-0.017149,-0.081108,-9.638787,-0.002273,0.005065,-0.000937,-586.932312,-327.791931,968.405579
0.025797,-0.116895,-9.638787,-0.002173,0.006030,0.006620,-586.932312,-327.791931,968.405579
0.032954,-0.174156,-9.610157,0.000058,0.001669,0.008651,-586.932312,-327.791931,968.405579
0.040112,-0.138368,-9.574368,-0.000042,-0.001627,0.002159,-586.932312,-327.791931,968.405579
0.011482,-0.152683,-9.524266,-0.004204,-0.002592,-0.005398,-586.932312,-327.791931,968.405579
-0.009991,-0.217101,-9.710362,-0.006234,-0.000362,-0.005298,-586.932312,-327.791931,968.405579
-0.017149,-0.066793,-9.595841,-0.004004,0.001869,-0.002002,-586.932312,-327.791931,968.405579
-0.031464,-0.059635,-9.710362,0.001423,0.000704,0.003424,-593.005249,-326.190155,968.488037
0.054427,-0.052477,-9.638787,0.001323,-0.000462,0.004389,-593.005249,-326.190155,968.488037
0.054427,-0.095423,-9.638787,0.003354,-0.002492,0.001094,-593.005249,-326.190155,968.488037
-0.031464,-0.088265,-9.638787,0.003254,-0.001327,-0.003268,-593.005249,-326.190155,968.488037
-0.009991,-0.081108,-9.696048,0.003154,-0.000162,-0.006364,-593.005249,-326.190155,968.488037
-0.009991,-0.066793,-9.588684,-0.001208,0.001004,-0.004133,-593.005249,-326.190155,968.488037
-0.009991,-0.138368,-9.653102,-0.006434,-0.001227,0.000228,-593.005249,-326.190155,968.488037
0.068742,-0.174156,-9.552896,-0.007399,-0.004323,0.003324,-593.005249,-326.190155,968.488037
0.032954,-0.081108,-9.545738,-0.006234,-0.007419,0.006420,-593.005249,-326.190155,968.488037
0.040112,-0.102580,-9.660259,-0.004004,-0.005188,0.000994,-593.005249,-326.190155,968.488037
0.004324,-0.102580,-9.624472,-0.006034,-0.002958,0.000894,-585.635437,-321.857666,975.870239
-0.009991,-0.109738,-9.560054,-0.005934,-0.000727,-0.004533,-585.635437,-321.857666,975.870239
-0.024306,-0.066793,-9.645944,-0.001573,-0.000627,-0.002302,-585.635437,-321.857666,975.870239
-0.009991,-0.009532,-9.631629,0.003854,0.000538,-0.004333,-585.635437,-321.857666,975.870239
-0.038621,-0.145526,-9.645944,0.002688,-0.001692,0.002159,-585.635437,-321.857666,975.870239
-0.024306,-0.109738,-9.681732,0.000458,-0.004788,0.005255,-585.635437,-321.857666,975.870239
0.018639,-0.131211,-9.638787,-0.002838,-0.004688,0.007285,-585.635437,-321.857666,975.870239
0.004324,-0.116895,-9.653102,-0.002738,0.000738,0.005055,-585.635437,-321.857666,975.870239
0.061584,-0.152683,-9.610157,-0.000508,0.002769,0.006020,-585.635437,-321.857666,975.870239
0.090215,-0.116895,-9.660259,0.004919,0.004799,0.001659,-585.635437,-321.857666,975.870239
0.097372,-0.116895,-9.724678,0.008015,0.000438,-0.005898,-594.606689,-324.673828,973.001587
0.047269,-0.102580,-9.631629,0.004719,-0.000727,-0.007929,-594.606689,-324.673828,973.001587
0.018639,-0.052477,-9.631629,0.000358,-0.003823,-0.001437,-594.606689,-324.673828,973.001587
0.068742,-0.088265,-9.724678,-0.004004,-0.002658,0.002924,-594.606689,-324.673828,973.001587
-0.009991,-0.131211,-9.574368,-0.004969,-0.003623,-0.000372,-594.606689,-324.673828,973.001587
0.018639,-0.045320,-9.595841,-0.001673,-0.001392,-0.001337,-594.606689,-324.673828,973.001587
-0.024306,0.004783,-9.638787,-0.001573,0.001904,0.001959,-594.606689,-324.673828,973.001587
0.047269,-0.181313,-9.645944,0.001723,0.003934,0.006120,-594.606689,-324.673828,973.001587
0.040112,-0.081108,-9.545738,0.000558,0.003834,0.002824,-594.606689,-324.673828,973.001587
